U Distrito,Partido candidato de la coalición,Estado,Numero distrito,Cabecera Distrital,MEDIA,RANGO MENOR,RANGO MAYOR,PROBABILIDAD FINAL
E17D1,RSP,MORELOS,1,CUERNAVACA,0.054843604,0.020876547,0.095317850,0.00%
E17D2,ES,MORELOS,2,JIUTEPEC,0.066119605,0.056597857,0.077465467,0.00%
E17D2,MC,MORELOS,2,JIUTEPEC,0.099500312,0.055799421,0.151573136,0.00%
E17D2,PAN,MORELOS,2,JIUTEPEC,0.039096597,0.030512198,0.049325539,0.00%
E17D2,PRI,MORELOS,2,JIUTEPEC,0.041330309,0.030593662,0.054123813,0.00%
E17D2,PT,MORELOS,2,JIUTEPEC,0.066246590,0.039854258,0.097694993,0.00%
E17D2,PVEM,MORELOS,2,JIUTEPEC,0.077433378,0.048111834,0.112372152,0.00%
E17D2,RSP,MORELOS,2,JIUTEPEC,0.080994011,0.020660446,0.152885889,0.00%
E17D3,ES,MORELOS,3,CUAUTLA,0.073533329,0.054164896,0.096612240,0.00%
E17D3,MC,MORELOS,3,CUAUTLA,0.100135973,0.069895079,0.136170222,0.00%
E17D3,PAN,MORELOS,3,CUAUTLA,0.024872472,0.006253349,0.047058525,0.00%
E17D3,PRI,MORELOS,3,CUAUTLA,0.060641348,0.032170228,0.094566781,0.00%
E17D3,PT,MORELOS,3,CUAUTLA,0.082267756,0.066082370,0.101553832,0.00%
E17D3,PVEM,MORELOS,3,CUAUTLA,0.066198076,0.038969581,0.098642829,0.00%
E17D3,RSP,MORELOS,3,CUAUTLA,0.090764781,0.040067048,0.151174855,0.00%
E17D4,ES,MORELOS,4,JOJUTLA,0.064948326,0.027570177,0.109487137,0.00%
E17D4,MC,MORELOS,4,JOJUTLA,0.108640658,0.067143964,0.158087019,0.00%
E17D4,PAN,MORELOS,4,JOJUTLA,0.022457291,0,0.090977006,0.00%
E17D4,PT,MORELOS,4,JOJUTLA,0.077545647,0.059838205,0.098645366,0.00%
E17D5,ES,MORELOS,5,YAUTEPEC,0.060726857,0.042185328,0.082820450,0.00%
E17D5,MC,MORELOS,5,YAUTEPEC,0.095444928,0.065200097,0.131483867,0.00%
E17D5,PAN,MORELOS,5,YAUTEPEC,0.027615575,0,0.056363494,0.00%
E17D5,PRI,MORELOS,5,YAUTEPEC,0.042404970,0.015298225,0.074704649,0.00%
E17D5,PT,MORELOS,5,YAUTEPEC,0.061509593,0.045424771,0.080675839,0.00%
E17D5,PVEM,MORELOS,5,YAUTEPEC,0.075551023,0.040058487,0.117842989,0.00%
E19D1,PT,NUEVO LEÓN,1,SANTA CATARINA,0.025792565,0.006351113,0.048958484,0.00%
E19D1,RSP,NUEVO LEÓN,1,SANTA CATARINA,0.030713206,0.011999044,0.053012505,0.00%
E19D4,PRD,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,0.012802843,0,0.058901540,0.00%
E19D4,PT,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,0.041533231,0.022633041,0.064054196,0.00%
E19D4,RSP,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,0.018002715,0,0.040302166,0.00%
E19D6,PT,NUEVO LEÓN,6,MONTERREY,0.053667308,0.037819089,0.072551626,0.00%
E19D6,RSP,NUEVO LEÓN,6,MONTERREY,0.020906279,0,0.050001722,0.00%
E19D9,PRD,NUEVO LEÓN,9,LINARES,-0.001217776,0,0.034674083,0.00%
E19D9,PT,NUEVO LEÓN,9,LINARES,0.042044003,0.030903984,0.055318154,0.00%
E19D9,RSP,NUEVO LEÓN,9,LINARES,0.055954436,0.032465121,0.083943681,0.00%
E22D1,MC,QUERÉTARO,1,CADEREYTA DE MONTES,0.047817306,0.008403397,0.094781875,0.00%
E22D1,PRD,QUERÉTARO,1,CADEREYTA DE MONTES,0.005857407,0,0.031040808,0.00%
E22D1,PT,QUERÉTARO,1,CADEREYTA DE MONTES,0.024338756,0.006092471,0.046080546,0.00%
E22D1,RSP,QUERÉTARO,1,CADEREYTA DE MONTES,0.021529525,0,0.053609081,0.00%
E22D4,MC,QUERÉTARO,4,SANTIAGO DE QUERETARO,0.042272725,0,0.091749466,0.00%
E22D4,PRD,QUERÉTARO,4,SANTIAGO DE QUERETARO,-0.000219338,0,0.027523483,0.00%
E22D4,PT,QUERÉTARO,4,SANTIAGO DE QUERETARO,0.021627373,0,0.047203644,0.00%
E22D4,RSP,QUERÉTARO,4,SANTIAGO DE QUERETARO,0.018131327,0.004557916,0.034305043,0.00%
E22D5,PRD,QUERÉTARO,5,EL PUEBLITO,-0.002690198,0,0.024901082,0.00%
E22D5,PT,QUERÉTARO,5,EL PUEBLITO,0.041934408,0.008885786,0.081314269,0.00%
E22D5,RSP,QUERÉTARO,5,EL PUEBLITO,0.023636824,0,0.048537120,0.00%
E28D5,MC,TAMAULIPAS,5,CIUDAD VICTORIA,0.089839660,0.055105588,0.131227860,0.00%
E28D5,PAN,TAMAULIPAS,5,CIUDAD VICTORIA,0.196209850,0.185080684,0.209471069,0.00%
E28D5,PRD,TAMAULIPAS,5,CIUDAD VICTORIA,0.006365839,0,0.045554813,0.00%
E28D5,PT,TAMAULIPAS,5,CIUDAD VICTORIA,0.020081678,0,0.042965464,0.00%
E28D5,RSP,TAMAULIPAS,5,CIUDAD VICTORIA,0.015859199,0,0.052246717,0.00%
E28D6,MC,TAMAULIPAS,6,CIUDAD MANTE,0.050029812,0.010883553,0.096675456,0.00%
E28D6,PRD,TAMAULIPAS,6,CIUDAD MANTE,0.008888853,0,0.044360411,0.00%
E28D6,PT,TAMAULIPAS,6,CIUDAD MANTE,0.017544081,0,0.046407137,0.00%
E28D6,RSP,TAMAULIPAS,6,CIUDAD MANTE,0.031265347,0,0.068057683,0.00%
E31D1,PRD,YUCATÁN,1,VALLADOLID,0.002461776,0,0.036058578,0.00%
E31D1,PT,YUCATÁN,1,VALLADOLID,0.002770547,0,0.025955040,0.00%
E31D1,RSP,YUCATÁN,1,VALLADOLID,0.014991746,0,0.038452674,0.00%
E31D3,MC,YUCATÁN,3,MERIDA,0.030523265,0,0.073457505,0.00%
E31D3,PRD,YUCATÁN,3,MERIDA,-0.005668429,0,0.029436699,0.00%
E31D3,PT,YUCATÁN,3,MERIDA,0.006363393,0,0.032385339,0.00%
E31D3,RSP,YUCATÁN,3,MERIDA,-0.004705724,0,0.009583859,0.00%
E31D4,MC,YUCATÁN,4,MERIDA,0.026678111,0,0.069036273,0.00%
E31D4,PRD,YUCATÁN,4,MERIDA,-0.005479309,0,0.025603216,0.00%
E31D4,PT,YUCATÁN,4,MERIDA,0.004634614,0,0.028498352,0.00%
E31D4,RSP,YUCATÁN,4,MERIDA,-0.007861673,0,0.008063722,0.00%
E1D1,MC,AGUASCALIENTES,1,JESUS MARIA,0.033983735,0,0.087858702,0.00%
E1D1,PT,AGUASCALIENTES,1,JESUS MARIA,0.038032198,0.024810244,0.053787129,0.00%
E1D1,RSP,AGUASCALIENTES,1,JESUS MARIA,0.066604383,0.028824103,0.111622362,0.00%
E2D2,ES,BAJA CALIFORNIA,2,MEXICALI,0.068454434,0.031899580,0.112012229,0.00%
E2D2,MC,BAJA CALIFORNIA,2,MEXICALI,0.050719789,0.021383658,0.085675945,0.00%
E2D2,PT,BAJA CALIFORNIA,2,MEXICALI,0.024638544,0.013959795,0.037363058,0.00%
E2D2,PVEM,BAJA CALIFORNIA,2,MEXICALI,0.032883316,0,0.082163223,0.00%
E2D2,RSP,BAJA CALIFORNIA,2,MEXICALI,0.029483692,0,0.060028554,0.00%
E2D4,ES,BAJA CALIFORNIA,4,TIJUANA,0.060891672,0.036655592,0.089770743,0.00%
E2D4,MC,BAJA CALIFORNIA,4,TIJUANA,0.044145342,0.007239399,0.088121487,0.00%
E2D4,PT,BAJA CALIFORNIA,4,TIJUANA,0.058809353,0.050635902,0.068548621,0.00%
E2D4,PVEM,BAJA CALIFORNIA,4,TIJUANA,0.017459311,0,0.040927574,0.00%
E2D4,RSP,BAJA CALIFORNIA,4,TIJUANA,0.031568143,0,0.071083747,0.00%
E2D5,ES,BAJA CALIFORNIA,5,TIJUANA,0.063640846,0.024631401,0.110123467,0.00%
E2D5,MC,BAJA CALIFORNIA,5,TIJUANA,0.038191443,0,0.081319858,0.00%
E2D5,PT,BAJA CALIFORNIA,5,TIJUANA,0.034137607,0.025511121,0.044416699,0.00%
E2D5,PVEM,BAJA CALIFORNIA,5,TIJUANA,0.030805365,0,0.068559935,0.00%
E2D5,RSP,BAJA CALIFORNIA,5,TIJUANA,0.027327763,0,0.060582946,0.00%
E2D6,ES,BAJA CALIFORNIA,6,TIJUANA,0.067494560,0.030047585,0.112115383,0.00%
E2D6,MC,BAJA CALIFORNIA,6,TIJUANA,0.041340920,0.012392683,0.075834872,0.00%
E2D6,PT,BAJA CALIFORNIA,6,TIJUANA,0.034895377,0.026294940,0.045143430,0.00%
E2D6,PVEM,BAJA CALIFORNIA,6,TIJUANA,0.034497429,0,0.076537688,0.00%
E2D6,RSP,BAJA CALIFORNIA,6,TIJUANA,0.031612345,0.012017888,0.054960579,0.00%
E4D1,PT,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,0.028147858,0.009808407,0.050000663,0.00%
E4D1,RSP,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,0.021911033,0,0.075034369,0.00%
E4D2,MC,CAMPECHE,2,CIUDAD DEL CARMEN,0.044529866,0,0.111390952,0.00%
E4D2,PT,CAMPECHE,2,CIUDAD DEL CARMEN,0.023011616,0.009118294,0.039566530,0.00%
E4D2,RSP,CAMPECHE,2,CIUDAD DEL CARMEN,0.008892043,0,0.058703648,0.00%
E7D12,ES,CHIAPAS,12,TAPACHULA,0.040720445,0,0.096623331,0.00%
E7D12,MC,CHIAPAS,12,TAPACHULA,0.040956463,0,0.091660587,0.00%
E7D12,PRI,CHIAPAS,12,TAPACHULA,0.136936201,0.077828053,0.207367904,0.00%
E7D12,PT,CHIAPAS,12,TAPACHULA,0.038181084,0.017317019,0.063042151,0.00%
E7D3,PT,CHIAPAS,3,OCOSINGO,0.030850362,0.009070103,0.056803141,0.00%
E7D4,MC,CHIAPAS,4,PICHUCALCO,0.051445500,0,0.112365135,0.00%
E7D4,PT,CHIAPAS,4,PICHUCALCO,0.045331352,0.022387905,0.072670155,0.00%
E8D1,ES,CHIHUAHUA,1,JUAREZ,0.059868784,0,0.121531391,0.00%
E8D1,MC,CHIHUAHUA,1,JUAREZ,0.052789111,0.018084231,0.094142525,0.00%
E8D1,PT,CHIHUAHUA,1,JUAREZ,0.045996307,0.027992203,0.067449520,0.00%
E8D1,RSP,CHIHUAHUA,1,JUAREZ,0.041134905,0.029463041,0.055042788,0.00%
E9D1,ES,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,0.073144856,0.046892101,0.104426943,0.00%
E9D1,MC,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,0.070532339,0,0.152337654,0.00%
E9D1,PT,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,0.030982109,0.011146802,0.054617335,0.00%
E9D1,PVEM,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,0.036264671,0,0.083477072,0.00%
E9D1,RSP,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,0.046965377,0,0.130740923,0.00%
E9D11,ES,CIUDAD DE MÉXICO,11,VENUSTIANO CARRANZA,0.067054180,0.041282656,0.097762845,0.00%
E9D11,MC,CIUDAD DE MÉXICO,11,VENUSTIANO CARRANZA,0.084420250,0.034517796,0.143882691,0.00%
E9D11,PT,CIUDAD DE MÉXICO,11,VENUSTIANO CARRANZA,0.042240292,0.019473515,0.069368581,0.00%
E9D11,PVEM,CIUDAD DE MÉXICO,11,VENUSTIANO CARRANZA,0.048640263,0,0.099612919,0.00%
E9D12,ES,CIUDAD DE MÉXICO,12,CUAUHTEMOC,0.077814143,0.029069680,0.135896754,0.00%
E9D12,MC,CIUDAD DE MÉXICO,12,CUAUHTEMOC,0.043456083,0,0.087555205,0.00%
E9D12,PT,CIUDAD DE MÉXICO,12,CUAUHTEMOC,0.021748531,0,0.045176979,0.00%
E9D12,RSP,CIUDAD DE MÉXICO,12,CUAUHTEMOC,0.037427062,0,0.091902500,0.00%
E9D14,ES,CIUDAD DE MÉXICO,14,TLALPAN,0.064222082,0.035042480,0.098991722,0.00%
E9D14,MC,CIUDAD DE MÉXICO,14,TLALPAN,0.061902106,0.021813616,0.109670489,0.00%
E9D14,PT,CIUDAD DE MÉXICO,14,TLALPAN,0.028351742,0.009359936,0.050981875,0.00%
E9D14,PVEM,CIUDAD DE MÉXICO,14,TLALPAN,0.045133355,0,0.097935702,0.00%
E9D14,RSP,CIUDAD DE MÉXICO,14,TLALPAN,0.049640390,0,0.130545153,0.00%
E9D18,ES,CIUDAD DE MÉXICO,18,IZTAPALAPA,0.069867980,0.042346694,0.102661616,0.00%
E9D18,MC,CIUDAD DE MÉXICO,18,IZTAPALAPA,0.060483565,0,0.121021416,0.00%
E9D18,PT,CIUDAD DE MÉXICO,18,IZTAPALAPA,0.042898749,0.019105355,0.071250328,0.00%
E9D18,PVEM,CIUDAD DE MÉXICO,18,IZTAPALAPA,0.042081670,0,0.084681272,0.00%
E9D18,RSP,CIUDAD DE MÉXICO,18,IZTAPALAPA,0.053975793,0,0.146813424,0.00%
E9D19,ES,CIUDAD DE MÉXICO,19,IZTAPALAPA,0.067405333,0.043301617,0.096126682,0.00%
E9D19,MC,CIUDAD DE MÉXICO,19,IZTAPALAPA,0.060695773,0,0.142141284,0.00%
E9D19,PT,CIUDAD DE MÉXICO,19,IZTAPALAPA,0.068478391,0.043009773,0.098826121,0.00%
E9D19,PVEM,CIUDAD DE MÉXICO,19,IZTAPALAPA,0.037952019,0.008298379,0.073286510,0.00%
E9D21,ES,CIUDAD DE MÉXICO,21,XOCHIMILCO,0.085171552,0.049547201,0.127620585,0.00%
E9D21,MC,CIUDAD DE MÉXICO,21,XOCHIMILCO,0.097728403,0.056313587,0.147077201,0.00%
E9D21,PT,CIUDAD DE MÉXICO,21,XOCHIMILCO,0.034867808,0.014953489,0.058597181,0.00%
E9D21,PVEM,CIUDAD DE MÉXICO,21,XOCHIMILCO,0.065364595,0,0.136817721,0.00%
E9D21,RSP,CIUDAD DE MÉXICO,21,XOCHIMILCO,0.051241077,0,0.107309641,0.00%
E9D22,ES,CIUDAD DE MÉXICO,22,IZTAPALAPA,0.064606717,0.051775119,0.079896509,0.00%
E9D22,MC,CIUDAD DE MÉXICO,22,IZTAPALAPA,0.089731129,0.015385389,0.178319543,0.00%
E9D22,PT,CIUDAD DE MÉXICO,22,IZTAPALAPA,0.052173758,0.028711585,0.080130662,0.00%
E9D22,PVEM,CIUDAD DE MÉXICO,22,IZTAPALAPA,0.026129337,0.011738898,0.043276603,0.00%
E9D24,ES,CIUDAD DE MÉXICO,24,COYOACAN,0.073888696,0.031665809,0.124200370,0.00%
E9D24,MC,CIUDAD DE MÉXICO,24,COYOACAN,0.047223440,0,0.096312926,0.00%
E9D24,PT,CIUDAD DE MÉXICO,24,COYOACAN,0.021629738,0,0.049110575,0.00%
E9D24,RSP,CIUDAD DE MÉXICO,24,COYOACAN,0.046060690,0,0.103789371,0.00%
E9D6,ES,CIUDAD DE MÉXICO,6,LA MAGDALENA CONTRERAS,0.092949520,0.038118567,0.158284631,0.00%
E9D6,MC,CIUDAD DE MÉXICO,6,LA MAGDALENA CONTRERAS,0.053949290,0.010162910,0.106123981,0.00%
E9D6,PT,CIUDAD DE MÉXICO,6,LA MAGDALENA CONTRERAS,0.025530122,0,0.058109076,0.00%
E9D6,PVEM,CIUDAD DE MÉXICO,6,LA MAGDALENA CONTRERAS,0.062845158,0,0.145734542,0.00%
E9D6,RSP,CIUDAD DE MÉXICO,6,LA MAGDALENA CONTRERAS,0.035929087,0,0.102558319,0.00%
E9D7,ES,CIUDAD DE MÉXICO,7,GUSTAVO A. MADERO,0.089652663,0.049070405,0.138009406,0.00%
E9D7,MC,CIUDAD DE MÉXICO,7,GUSTAVO A. MADERO,0.063626691,0.012798589,0.124192110,0.00%
E9D7,PT,CIUDAD DE MÉXICO,7,GUSTAVO A. MADERO,0.029913005,0.004911085,0.059704629,0.00%
E9D7,PVEM,CIUDAD DE MÉXICO,7,GUSTAVO A. MADERO,0.046762735,0,0.114840602,0.00%
E9D7,RSP,CIUDAD DE MÉXICO,7,GUSTAVO A. MADERO,0.045968454,0,0.113229922,0.00%
E9D9,ES,CIUDAD DE MÉXICO,9,TLAHUAC,0.076018718,0.054666651,0.101461277,0.00%
E9D9,MC,CIUDAD DE MÉXICO,9,TLAHUAC,0.080472246,0.041174800,0.127298040,0.00%
E9D9,PT,CIUDAD DE MÉXICO,9,TLAHUAC,0.043527729,0.020221812,0.071298443,0.00%
E9D9,PVEM,CIUDAD DE MÉXICO,9,TLAHUAC,0.047067577,0.010263058,0.090922867,0.00%
E9D9,RSP,CIUDAD DE MÉXICO,9,TLAHUAC,0.056562488,0,0.131942265,0.00%
E6D1,ES,COLIMA,1,COLIMA,0.034250429,0,0.099890128,0.00%
E6D1,PT,COLIMA,1,COLIMA,0.059188542,0.044479105,0.076715916,0.00%
E6D1,RSP,COLIMA,1,COLIMA,0.038144296,0,0.094243339,0.00%
E6D2,ES,COLIMA,2,MANZANILLO,0.045650870,0,0.105905685,0.00%
E6D2,MC,COLIMA,2,MANZANILLO,0.049478272,0.016688754,0.088549393,0.00%
E6D2,PT,COLIMA,2,MANZANILLO,0.046649117,0.027673846,0.069259546,0.00%
E6D2,RSP,COLIMA,2,MANZANILLO,0.025326005,0.004210485,0.050486700,0.00%
E11D8,ES,GUANAJUATO,8,SALAMANCA,0.049710994,0.031150709,0.071826937,0.00%
E11D8,MC,GUANAJUATO,8,SALAMANCA,0.060252550,0.015334882,0.113775254,0.00%
E11D8,PT,GUANAJUATO,8,SALAMANCA,0.026842418,0,0.056305677,0.00%
E11D8,PVEM,GUANAJUATO,8,SALAMANCA,0.091200338,0.048661302,0.141888727,0.00%
E11D8,RSP,GUANAJUATO,8,SALAMANCA,0.080287357,0.046992425,0.119960715,0.00%
E12D4,ES,GUERRERO,4,ACAPULCO,0.066401834,0.014928064,0.127736614,0.00%
E12D4,MC,GUERRERO,4,ACAPULCO,0.110152397,0.043190795,0.189942068,0.00%
E12D4,PT,GUERRERO,4,ACAPULCO,0.053642892,0.037179832,0.073259839,0.00%
E12D4,RSP,GUERRERO,4,ACAPULCO,0.026237272,0,0.109712956,0.00%
E12D7,ES,GUERRERO,7,CHILPANCINGO,0.049486382,0,0.123651824,0.00%
E12D7,PT,GUERRERO,7,CHILPANCINGO,0.063696605,0.044593401,0.086459476,0.00%
E12D7,RSP,GUERRERO,7,CHILPANCINGO,0.048112364,0,0.108743217,0.00%
E12D9,ES,GUERRERO,9,ACAPULCO,0.070796421,0,0.159634039,0.00%
E12D9,PT,GUERRERO,9,ACAPULCO,0.057456386,0.041808464,0.076102036,0.00%
E12D9,RSP,GUERRERO,9,ACAPULCO,0.025651335,0,0.095534666,0.00%
E13D3,ES,HIDALGO,3,ACTOPAN,0.081358139,0.024827503,0.148718547,0.00%
E13D3,MC,HIDALGO,3,ACTOPAN,0.050058280,0,0.116177693,0.00%
E13D3,PT,HIDALGO,3,ACTOPAN,0.063584525,0.044736629,0.086043178,0.00%
E13D3,RSP,HIDALGO,3,ACTOPAN,0.085777181,0.047756797,0.131081264,0.00%
E13D7,ES,HIDALGO,7,TEPEAPULCO,0.074379860,0.024996417,0.133223862,0.00%
E13D7,MC,HIDALGO,7,TEPEAPULCO,0.044587249,0,0.099271393,0.00%
E13D7,PT,HIDALGO,7,TEPEAPULCO,0.035902729,0.010538895,0.066125601,0.00%
E13D7,RSP,HIDALGO,7,TEPEAPULCO,0.117734066,0.098178981,0.141035387,0.00%
E14D2,ES,JALISCO,2,LAGOS DE MORENO,0.046227111,0.009758464,0.089682185,0.00%
E14D2,PT,JALISCO,2,LAGOS DE MORENO,0.023574473,0,0.055224260,0.00%
E14D2,RSP,JALISCO,2,LAGOS DE MORENO,0.039509052,0,0.082159002,0.00%
E14D3,ES,JALISCO,3,TEPATITLAN DE MORELOS,0.042281116,0,0.090562122,0.00%
E14D3,PT,JALISCO,3,TEPATITLAN DE MORELOS,0.025130567,0,0.054865913,0.00%
E14D3,RSP,JALISCO,3,TEPATITLAN DE MORELOS,0.034823408,0.006974496,0.068007433,0.00%
E15D19,ES,MÉXICO,19,TLALNEPANTLA DE BAZ,0.061137529,0,0.126368021,0.00%
E15D19,MC,MÉXICO,19,TLALNEPANTLA DE BAZ,0.050606374,0.009225441,0.099914796,0.00%
E15D19,PT,MÉXICO,19,TLALNEPANTLA DE BAZ,0.027046475,0.005594133,0.052608516,0.00%
E15D19,RSP,MÉXICO,19,TLALNEPANTLA DE BAZ,0.024134149,0.012059850,0.038521563,0.00%
E15D20,ES,MÉXICO,20,CD. NEZAHUALCOYOTL,0.046611031,0.025926776,0.071257840,0.00%
E15D20,PT,MÉXICO,20,CD. NEZAHUALCOYOTL,0.025560792,0.005217576,0.049801230,0.00%
E15D20,PVEM,MÉXICO,20,CD. NEZAHUALCOYOTL,0.031566788,0,0.082801440,0.00%
E15D29,ES,MÉXICO,29,CD. NEZAHUALCOYOTL,0.043613319,0.022609379,0.068641056,0.00%
E15D29,PT,MÉXICO,29,CD. NEZAHUALCOYOTL,0.031955975,0.011320440,0.056544732,0.00%
E15D29,PVEM,MÉXICO,29,CD. NEZAHUALCOYOTL,0.035630036,0,0.086825996,0.00%
E15D31,ES,MÉXICO,31,CD. NEZAHUALCOYOTL,0.049397992,0.022027410,0.082012051,0.00%
E15D31,PT,MÉXICO,31,CD. NEZAHUALCOYOTL,0.020860211,0,0.044526972,0.00%
E15D31,PVEM,MÉXICO,31,CD. NEZAHUALCOYOTL,0.024976744,0,0.072513813,0.00%
E15D33,ES,MÉXICO,33,CHALCO DE DIAZ COVARRUBIAS,0.078323877,0.030274749,0.135577944,0.00%
E15D33,MC,MÉXICO,33,CHALCO DE DIAZ COVARRUBIAS,0.117889326,0.065847640,0.179900819,0.00%
E15D33,PT,MÉXICO,33,CHALCO DE DIAZ COVARRUBIAS,0.029652188,0.012561113,0.050017459,0.00%
E15D33,PVEM,MÉXICO,33,CHALCO DE DIAZ COVARRUBIAS,0.041523320,0,0.132808476,0.00%
E15D33,RSP,MÉXICO,33,CHALCO DE DIAZ COVARRUBIAS,0.021131482,0,0.064971790,0.00%
E15D36,PT,MÉXICO,36,TEJUPILCO DE HIDALGO,0.038963248,0.018750212,0.063048566,0.00%
E15D40,ES,MÉXICO,40,SAN MIGUEL ZINACANTEPEC,0.052515391,0,0.124251044,0.00%
E15D40,MC,MÉXICO,40,SAN MIGUEL ZINACANTEPEC,0.064635686,0.029798242,0.106147061,0.00%
E15D40,PT,MÉXICO,40,SAN MIGUEL ZINACANTEPEC,0.069748411,0.059006339,0.082548379,0.00%
E15D40,RSP,MÉXICO,40,SAN MIGUEL ZINACANTEPEC,0.031067627,0.005330983,0.061734731,0.00%
E15D7,ES,MÉXICO,7,CUAUTITLAN IZCALLI,0.075540342,0.038552125,0.119614522,0.00%
E15D7,MC,MÉXICO,7,CUAUTITLAN IZCALLI,0.033825983,0,0.082994316,0.00%
E15D7,PT,MÉXICO,7,CUAUTITLAN IZCALLI,0.037819438,0.020255450,0.058748220,0.00%
E15D7,PVEM,MÉXICO,7,CUAUTITLAN IZCALLI,0.048019714,0,0.133681538,0.00%
E15D7,RSP,MÉXICO,7,CUAUTITLAN IZCALLI,0.025560568,0.012871311,0.040680751,0.00%
E15D9,MC,MÉXICO,9,SAN FELIPE DEL PROGRESO,0.091261225,0.055963960,0.133320510,0.00%
E15D9,PT,MÉXICO,9,SAN FELIPE DEL PROGRESO,0.032929413,0.015948623,0.053163272,0.00%
E15D9,RSP,MÉXICO,9,SAN FELIPE DEL PROGRESO,0.035208012,0,0.084671049,0.00%
E16D1,ES,MICHOACÁN,1,LAZARO CARDENAS,0.032897495,0,0.103005029,0.00%
E16D1,MC,MICHOACÁN,1,LAZARO CARDENAS,0.068673991,0.012000149,0.136205038,0.00%
E16D1,PT,MICHOACÁN,1,LAZARO CARDENAS,0.070175053,0.053191014,0.090412783,0.00%
E16D10,ES,MICHOACÁN,10,MORELIA,0.050682660,0.011485230,0.097389277,0.00%
E16D10,MC,MICHOACÁN,10,MORELIA,0.059918905,0.011455685,0.117666393,0.00%
E16D10,PT,MICHOACÁN,10,MORELIA,0.054827842,0.033458604,0.080290859,0.00%
E16D10,RSP,MICHOACÁN,10,MORELIA,0.035927137,0,0.073821934,0.00%
E16D11,ES,MICHOACÁN,11,PATZCUARO,0.037986843,0.010950180,0.070203014,0.00%
E16D11,PT,MICHOACÁN,11,PATZCUARO,0.073050799,0.052779662,0.097205349,0.00%
E16D2,ES,MICHOACÁN,2,PURUANDIRO,0.032437395,0,0.078582350,0.00%
E16D2,PT,MICHOACÁN,2,PURUANDIRO,0.106721292,0.093446228,0.122539506,0.00%
E16D4,ES,MICHOACÁN,4,JIQUILPAN DE JUAREZ,0.042960821,0,0.102434454,0.00%
E16D4,PT,MICHOACÁN,4,JIQUILPAN DE JUAREZ,0.045727283,0.026735840,0.068356984,0.00%
E16D5,ES,MICHOACÁN,5,ZAMORA DE HIDALGO,0.032011445,0,0.069076053,0.00%
E16D5,MC,MICHOACÁN,5,ZAMORA DE HIDALGO,0.083653678,0.047655973,0.126547591,0.00%
E16D5,PT,MICHOACÁN,5,ZAMORA DE HIDALGO,0.069371476,0.057540716,0.083468695,0.00%
E16D6,ES,MICHOACÁN,6,CIUDAD HIDALGO,0.045483638,0,0.105837841,0.00%
E16D6,PT,MICHOACÁN,6,CIUDAD HIDALGO,0.065659661,0.051448772,0.082592980,0.00%
E16D7,ES,MICHOACÁN,7,ZACAPU,0.046178628,0.009299992,0.090122233,0.00%
E16D7,PT,MICHOACÁN,7,ZACAPU,0.060392883,0.044753933,0.079027842,0.00%
E16D8,ES,MICHOACÁN,8,MORELIA,0.067147379,0,0.139794081,0.00%
E16D8,MC,MICHOACÁN,8,MORELIA,0.066179080,0.025048849,0.115188772,0.00%
E16D8,PT,MICHOACÁN,8,MORELIA,0.057589179,0.041186495,0.077134182,0.00%
E16D8,RSP,MICHOACÁN,8,MORELIA,0.041925666,0,0.086939519,0.00%
E16D9,ES,MICHOACÁN,9,URUAPAN DEL PROGRESO,0.042260967,0.018742906,0.070284466,0.00%
E16D9,PT,MICHOACÁN,9,URUAPAN DEL PROGRESO,0.063675001,0.044512073,0.086509037,0.00%
E16D9,PVEM,MICHOACÁN,9,URUAPAN DEL PROGRESO,0.039446190,0.007013121,0.078092575,0.00%
E20D10,ES,OAXACA,10,MIAHUATLAN DE PORFIRIO DIAZ,0.045696011,0,0.135454233,0.00%
E20D10,MC,OAXACA,10,MIAHUATLAN DE PORFIRIO DIAZ,0.064450765,0.036008148,0.098342232,0.00%
E20D10,PT,OAXACA,10,MIAHUATLAN DE PORFIRIO DIAZ,0.036556529,0.021390599,0.054627850,0.00%
E20D10,RSP,OAXACA,10,MIAHUATLAN DE PORFIRIO DIAZ,0.040388039,0.025186744,0.058501499,0.00%
E20D2,ES,OAXACA,2,TEOTITLAN DE FLORES MAGON,0.016928426,0,0.089318527,0.00%
E20D2,MC,OAXACA,2,TEOTITLAN DE FLORES MAGON,0.045849292,0,0.107923286,0.00%
E20D2,PT,OAXACA,2,TEOTITLAN DE FLORES MAGON,0.037516187,0.020449483,0.057852418,0.00%
E20D2,RSP,OAXACA,2,TEOTITLAN DE FLORES MAGON,0.094475303,0.066588593,0.127704368,0.00%
E20D6,ES,OAXACA,6,HEROICA CIUDAD DE TLAXIACO,0.027751863,0,0.095614482,0.00%
