Partido candidato de la coalición,U Distrito,Estado,Cabecera.Distrital,Media,Rango menor,Rango mayor
ES,E1D2,AGUASCALIENTES,AGUASCALIENTES,0.0472,0,0.1280
MC,E1D2,AGUASCALIENTES,AGUASCALIENTES,0.0480,0.0213,0.0798
OTROS,E1D2,AGUASCALIENTES,AGUASCALIENTES,0.0508,0,0.1329
PAN,E1D2,AGUASCALIENTES,AGUASCALIENTES,0.2668,0.2056,0.3397
PRD,E1D2,AGUASCALIENTES,AGUASCALIENTES,0,0,0.0302883238562399
PRI,E1D2,AGUASCALIENTES,AGUASCALIENTES,0.1914,0.0650,0.3421
PT,E1D2,AGUASCALIENTES,AGUASCALIENTES,0.4342,0.3217,0.5682
RSP,E1D2,AGUASCALIENTES,AGUASCALIENTES,0.0364,0,0.0849
ES,E1D3,AGUASCALIENTES,AGUASCALIENTES,0.0364,0,0.1055
MC,E1D3,AGUASCALIENTES,AGUASCALIENTES,0.0428,0.0103,0.0814
MORENA,E1D3,AGUASCALIENTES,AGUASCALIENTES,0.2456,0.2273,0.2674
OTROS,E1D3,AGUASCALIENTES,AGUASCALIENTES,0.0461,0,0.1293
PAN,E1D3,AGUASCALIENTES,AGUASCALIENTES,0.3368,0.2292,0.4650
PRD,E1D3,AGUASCALIENTES,AGUASCALIENTES,0,0,0.0302120006458943
PRI,E1D3,AGUASCALIENTES,AGUASCALIENTES,0.2173,0.0394,0.4292
PT,E1D3,AGUASCALIENTES,AGUASCALIENTES,0.0276,0.0232,0.0327
PVEM,E1D3,AGUASCALIENTES,AGUASCALIENTES,0.1181,0,0.2635
RSP,E1D3,AGUASCALIENTES,AGUASCALIENTES,0.0280,0,0.0833
ES,E1D1,AGUASCALIENTES,JESUS MARIA,0.0282,0,0.1248
MC,E1D1,AGUASCALIENTES,JESUS MARIA,0.0292,0.0111,0.0507
MORENA,E1D1,AGUASCALIENTES,JESUS MARIA,0.2537,0.2368,0.2739
OTROS,E1D1,AGUASCALIENTES,JESUS MARIA,0.0399,0,0.1381
PAN,E1D1,AGUASCALIENTES,JESUS MARIA,0.5048,0.3460,0.6940
PT,E1D1,AGUASCALIENTES,JESUS MARIA,0.0305,0.0267,0.0350
PVEM,E1D1,AGUASCALIENTES,JESUS MARIA,0.1067,0,0.2620
RSP,E1D1,AGUASCALIENTES,JESUS MARIA,0.0581,0.0221,0.1010
ES,E2D1,BAJA CALIFORNIA,MEXICALI,0.0429,0,0.0956
MC,E2D1,BAJA CALIFORNIA,MEXICALI,0.0632,0.0333,0.0989
MORENA,E2D1,BAJA CALIFORNIA,MEXICALI,0.5500,0.4843,0.6282
OTROS,E2D1,BAJA CALIFORNIA,MEXICALI,0.0343,0,0.0842
PAN,E2D1,BAJA CALIFORNIA,MEXICALI,0.3137,0.1929,0.4577
RSP,E2D1,BAJA CALIFORNIA,MEXICALI,0.0334,0,0.0798
ES,E2D3,BAJA CALIFORNIA,ENSENADA,0.0393,0,0.0824
MC,E2D3,BAJA CALIFORNIA,ENSENADA,0.0441,0.0262,0.0654
OTROS,E2D3,BAJA CALIFORNIA,ENSENADA,0.0366,0,0.0875
PRI,E2D3,BAJA CALIFORNIA,ENSENADA,0.2846,0.2194,0.3622
PT,E2D3,BAJA CALIFORNIA,ENSENADA,0.5873,0.5303,0.6553
RSP,E2D3,BAJA CALIFORNIA,ENSENADA,0.0299,0.0120,0.0513
ES,E2D7,BAJA CALIFORNIA,MEXICALI,0.0527,0.0108,0.1026
MC,E2D7,BAJA CALIFORNIA,MEXICALI,0.0755,0.0376,0.1207
MORENA,E2D7,BAJA CALIFORNIA,MEXICALI,0.5647,0.4995,0.6423
OTROS,E2D7,BAJA CALIFORNIA,MEXICALI,0.0333,0,0.0754
PRI,E2D7,BAJA CALIFORNIA,MEXICALI,0.2629,0.1775,0.3647
RSP,E2D7,BAJA CALIFORNIA,MEXICALI,0.0208,0,0.0578
ES,E2D8,BAJA CALIFORNIA,TIJUANA,0.0466,0,0.0942
MC,E2D8,BAJA CALIFORNIA,TIJUANA,0.0407,0.0135,0.0730
OTROS,E2D8,BAJA CALIFORNIA,TIJUANA,0.0295,0,0.0621
PRD,E2D8,BAJA CALIFORNIA,TIJUANA,0.2511,0.1726,0.3446
PVEM,E2D8,BAJA CALIFORNIA,TIJUANA,0.6620,0.6032,0.7320
RSP,E2D8,BAJA CALIFORNIA,TIJUANA,0.0199,0,0.0640
ES,E2D2,BAJA CALIFORNIA,MEXICALI,0.0437,0.0105,0.0832
MC,E2D2,BAJA CALIFORNIA,MEXICALI,0.0581,0.0275,0.0946
MORENA,E2D2,BAJA CALIFORNIA,MEXICALI,0.4427,0.4234,0.4658
OTROS,E2D2,BAJA CALIFORNIA,MEXICALI,0.0343,0,0.0795
PAN,E2D2,BAJA CALIFORNIA,MEXICALI,0.3162,0.1875,0.4697
PT,E2D2,BAJA CALIFORNIA,MEXICALI,0.0241,0.0062,0.0454
PVEM,E2D2,BAJA CALIFORNIA,MEXICALI,0.0697,0,0.1452
RSP,E2D2,BAJA CALIFORNIA,MEXICALI,0.0261,0,0.0751
ES,E2D4,BAJA CALIFORNIA,TIJUANA,0.0404,0.0104,0.0762
MC,E2D4,BAJA CALIFORNIA,TIJUANA,0.0376,0.0142,0.0654
MORENA,E2D4,BAJA CALIFORNIA,TIJUANA,0.6041,0.5708,0.6438
OTROS,E2D4,BAJA CALIFORNIA,TIJUANA,0.0258,0,0.0603
PRI,E2D4,BAJA CALIFORNIA,TIJUANA,0.2155,0.1396,0.3059
PT,E2D4,BAJA CALIFORNIA,TIJUANA,0.0539,0.0415,0.0688
PVEM,E2D4,BAJA CALIFORNIA,TIJUANA,0.0639,0.0165,0.1204
RSP,E2D4,BAJA CALIFORNIA,TIJUANA,0.0464,0,0.0933
ES,E2D5,BAJA CALIFORNIA,TIJUANA,0.0495,0.0094,0.0974
MC,E2D5,BAJA CALIFORNIA,TIJUANA,0.0342,0.0063,0.0676
MORENA,E2D5,BAJA CALIFORNIA,TIJUANA,0.5126,0.4814,0.5499
OTROS,E2D5,BAJA CALIFORNIA,TIJUANA,0.0328,0,0.0768
PAN,E2D5,BAJA CALIFORNIA,TIJUANA,0.3024,0.1989,0.4257
PT,E2D5,BAJA CALIFORNIA,TIJUANA,0.0383,0.0205,0.0595
PVEM,E2D5,BAJA CALIFORNIA,TIJUANA,0.0725,0,0.1494
RSP,E2D5,BAJA CALIFORNIA,TIJUANA,0.0170,0,0.0706
ES,E2D6,BAJA CALIFORNIA,TIJUANA,0.0500,0.0135,0.0935
MC,E2D6,BAJA CALIFORNIA,TIJUANA,0.0356,0.0088,0.0676
MORENA,E2D6,BAJA CALIFORNIA,TIJUANA,0.5254,0.4964,0.5600
OTROS,E2D6,BAJA CALIFORNIA,TIJUANA,0.0344,0,0.0779
PRD,E2D6,BAJA CALIFORNIA,TIJUANA,0.2888,0.2006,0.3938
PT,E2D6,BAJA CALIFORNIA,TIJUANA,0.0378,0.0236,0.0547
PVEM,E2D6,BAJA CALIFORNIA,TIJUANA,0.0704,0,0.1509
RSP,E2D6,BAJA CALIFORNIA,TIJUANA,0.0202,0,0.0714
ES,E3D1,BAJA CALIFORNIA SUR,LA PAZ,0.0184,0,0.0708
MC,E3D1,BAJA CALIFORNIA SUR,LA PAZ,0.0256,0.0080,0.0465
OTROS,E3D1,BAJA CALIFORNIA SUR,LA PAZ,0.0559,0.0213,0.0972
PAN,E3D1,BAJA CALIFORNIA SUR,LA PAZ,0.3636,0.2443,0.5059
PT,E3D1,BAJA CALIFORNIA SUR,LA PAZ,0.4990,0.4522,0.5547
RSP,E3D1,BAJA CALIFORNIA SUR,LA PAZ,0.0473,0.0349,0.0621
ES,E3D2,BAJA CALIFORNIA SUR,SAN JOSE DEL CABO,0.0213,0,0.0814
MC,E3D2,BAJA CALIFORNIA SUR,SAN JOSE DEL CABO,0.0148,0,0.0396
OTROS,E3D2,BAJA CALIFORNIA SUR,SAN JOSE DEL CABO,0.0526,0.0095,0.1039
PRD,E3D2,BAJA CALIFORNIA SUR,SAN JOSE DEL CABO,0.3018,0.2128,0.4078
PT,E3D2,BAJA CALIFORNIA SUR,SAN JOSE DEL CABO,0.6222,0.5540,0.7035
RSP,E3D2,BAJA CALIFORNIA SUR,SAN JOSE DEL CABO,0.0342,0.0110,0.0619
ES,E4D1,CAMPECHE,SAN FRANCISCO DE CAMPECHE,0.0238,0,0.0891
MC,E4D1,CAMPECHE,SAN FRANCISCO DE CAMPECHE,0.0278,0,0.0834
MORENA,E4D1,CAMPECHE,SAN FRANCISCO DE CAMPECHE,0.4133,0.3854,0.4464
OTROS,E4D1,CAMPECHE,SAN FRANCISCO DE CAMPECHE,0.0742,0,0.1639
PRI,E4D1,CAMPECHE,SAN FRANCISCO DE CAMPECHE,0.3330,0.2191,0.4687
PT,E4D1,CAMPECHE,SAN FRANCISCO DE CAMPECHE,0.0333,0.0160,0.0540
PVEM,E4D1,CAMPECHE,SAN FRANCISCO DE CAMPECHE,0.0931,0,0.2473
RSP,E4D1,CAMPECHE,SAN FRANCISCO DE CAMPECHE,0.0283,0,0.1017
ES,E4D2,CAMPECHE,CIUDAD DEL CARMEN,0.0184,0,0.1095
MC,E4D2,CAMPECHE,CIUDAD DEL CARMEN,0.0238,0,0.0802
MORENA,E4D2,CAMPECHE,CIUDAD DEL CARMEN,0.4347,0.4022,0.4733
OTROS,E4D2,CAMPECHE,CIUDAD DEL CARMEN,0.0568,0,0.1390
PAN,E4D2,CAMPECHE,CIUDAD DEL CARMEN,0.3709,0.2221,0.5481
PT,E4D2,CAMPECHE,CIUDAD DEL CARMEN,0.0240,0.0111,0.0393
PVEM,E4D2,CAMPECHE,CIUDAD DEL CARMEN,0.0855,0,0.2471
RSP,E4D2,CAMPECHE,CIUDAD DEL CARMEN,0.0020,0,0.0413
ES,E7D1,CHIAPAS,PALENQUE,0.0912,0,0.2662
MC,E7D1,CHIAPAS,PALENQUE,0.0533,0,0.1850
MORENA,E7D1,CHIAPAS,PALENQUE,0.7110,0.5273,0.9298
OTROS,E7D1,CHIAPAS,PALENQUE,0.1100,0,0.2963
PRD,E7D1,CHIAPAS,PALENQUE,0.1687,0,0.3967
RSP,E7D1,CHIAPAS,PALENQUE,0.0693,0,0.2728
ES,E7D2,CHIAPAS,BOCHIL,0.0664,0,0.2191
MC,E7D2,CHIAPAS,BOCHIL,0.0401,0,0.1597
OTROS,E7D2,CHIAPAS,BOCHIL,0.1031,0,0.2697
PRI,E7D2,CHIAPAS,BOCHIL,0.3127,0.1635,0.4905
PVEM,E7D2,CHIAPAS,BOCHIL,0.5364,0.3847,0.7171
RSP,E7D2,CHIAPAS,BOCHIL,0.0503,0,0.1871
ES,E7D5,CHIAPAS,SAN CRISTOBAL DE LAS CASAS,0.0731,0,0.2326
MC,E7D5,CHIAPAS,SAN CRISTOBAL DE LAS CASAS,0.0611,0,0.2086
OTROS,E7D5,CHIAPAS,SAN CRISTOBAL DE LAS CASAS,0.1181,0,0.3015
PRI,E7D5,CHIAPAS,SAN CRISTOBAL DE LAS CASAS,0.2378,0.0751,0.4318
PT,E7D5,CHIAPAS,SAN CRISTOBAL DE LAS CASAS,0.6066,0.4308,0.8161
RSP,E7D5,CHIAPAS,SAN CRISTOBAL DE LAS CASAS,0.0661,0,0.2592
ES,E7D6,CHIAPAS,TUXTLA GUTIERREZ,0.0733,0,0.2169
MC,E7D6,CHIAPAS,TUXTLA GUTIERREZ,0.0573,0,0.1787
MORENA,E7D6,CHIAPAS,TUXTLA GUTIERREZ,0.6834,0.5422,0.8516
OTROS,E7D6,CHIAPAS,TUXTLA GUTIERREZ,0.0913,0,0.2555
PRD,E7D6,CHIAPAS,TUXTLA GUTIERREZ,0.2128,0.0894,0.3598
RSP,E7D6,CHIAPAS,TUXTLA GUTIERREZ,0.0346,0,0.1535
ES,E7D7,CHIAPAS,TONALA,0.0788,0,0.2399
MC,E7D7,CHIAPAS,TONALA,0.0427,0,0.1645
MORENA,E7D7,CHIAPAS,TONALA,0.6958,0.5358,0.8863
OTROS,E7D7,CHIAPAS,TONALA,0.0984,0,0.2802
PAN,E7D7,CHIAPAS,TONALA,0.2345,0.1113,0.3814
RSP,E7D7,CHIAPAS,TONALA,0.0741,0,0.2474
ES,E7D8,CHIAPAS,COMITAN DE DOMINGUEZ,0.0699,0,0.2300
MC,E7D8,CHIAPAS,COMITAN DE DOMINGUEZ,0.0507,0,0.2028
OTROS,E7D8,CHIAPAS,COMITAN DE DOMINGUEZ,0.1185,0,0.3030
PRI,E7D8,CHIAPAS,COMITAN DE DOMINGUEZ,0.2170,0.0778,0.3829
PT,E7D8,CHIAPAS,COMITAN DE DOMINGUEZ,0.6221,0.4481,0.8294
RSP,E7D8,CHIAPAS,COMITAN DE DOMINGUEZ,0.0781,0,0.2669
ES,E7D9,CHIAPAS,TUXTLA GUTIERREZ,0.0778,0,0.1772
MC,E7D9,CHIAPAS,TUXTLA GUTIERREZ,0.0537,0,0.1463
MORENA,E7D9,CHIAPAS,TUXTLA GUTIERREZ,0.7326,0.6177,0.8694
OTROS,E7D9,CHIAPAS,TUXTLA GUTIERREZ,0.0787,0,0.2010
PAN,E7D9,CHIAPAS,TUXTLA GUTIERREZ,0.1721,0.0727,0.2905
RSP,E7D9,CHIAPAS,TUXTLA GUTIERREZ,0.0359,0,0.1415
ES,E7D10,CHIAPAS,VILLAFLORES,0.0821,0,0.2470
MC,E7D10,CHIAPAS,VILLAFLORES,0.0381,0,0.1748
OTROS,E7D10,CHIAPAS,VILLAFLORES,0.1006,0,0.2821
PRI,E7D10,CHIAPAS,VILLAFLORES,0.1933,0,0.3871
PVEM,E7D10,CHIAPAS,VILLAFLORES,0.6654,0.4934,0.8703
RSP,E7D10,CHIAPAS,VILLAFLORES,0.0686,0,0.2537
ES,E7D11,CHIAPAS,LAS MARGARITAS,0.0822,0,0.2615
MC,E7D11,CHIAPAS,LAS MARGARITAS,0.0556,0,0.1823
OTROS,E7D11,CHIAPAS,LAS MARGARITAS,0.1270,0,0.3327
PRD,E7D11,CHIAPAS,LAS MARGARITAS,0.2930,0.1268,0.4911
PVEM,E7D11,CHIAPAS,LAS MARGARITAS,0.4939,0.3287,0.6907
RSP,E7D11,CHIAPAS,LAS MARGARITAS,0.0789,0,0.2431
ES,E7D13,CHIAPAS,HUEHUETAN,0.0734,0,0.2133
MC,E7D13,CHIAPAS,HUEHUETAN,0.0433,0,0.1659
OTROS,E7D13,CHIAPAS,HUEHUETAN,0.1245,0,0.2852
PRD,E7D13,CHIAPAS,HUEHUETAN,0.2711,0.1291,0.4404
PT,E7D13,CHIAPAS,HUEHUETAN,0.5552,0.4395,0.6931
RSP,E7D13,CHIAPAS,HUEHUETAN,0.0529,0,0.1606
ES,E7D3,CHIAPAS,OCOSINGO,0.0744,0,0.2537
MC,E7D3,CHIAPAS,OCOSINGO,0.0600,0,0.2059
MORENA,E7D3,CHIAPAS,OCOSINGO,0.3772,0.3577,0.4005
OTROS,E7D3,CHIAPAS,OCOSINGO,0.1160,0,0.3207
PRD,E7D3,CHIAPAS,OCOSINGO,0.1789,0,0.3920
PT,E7D3,CHIAPAS,OCOSINGO,0.0409,0.0344,0.0486
PVEM,E7D3,CHIAPAS,OCOSINGO,0.2180,0.0488,0.4196
RSP,E7D3,CHIAPAS,OCOSINGO,0.1138,0,0.3074
ES,E7D4,CHIAPAS,PICHUCALCO,0.0811,0,0.2588
MC,E7D4,CHIAPAS,PICHUCALCO,0.0588,0,0.2056
MORENA,E7D4,CHIAPAS,PICHUCALCO,0.4030,0.3635,0.4502
OTROS,E7D4,CHIAPAS,PICHUCALCO,0.1181,0,0.3203
PAN,E7D4,CHIAPAS,PICHUCALCO,0.2158,0.0663,0.3940
PT,E7D4,CHIAPAS,PICHUCALCO,0.0377,0.0273,0.0501
PVEM,E7D4,CHIAPAS,PICHUCALCO,0.1695,0,0.3803
RSP,E7D4,CHIAPAS,PICHUCALCO,0.0668,0,0.2475
ES,E7D12,CHIAPAS,TAPACHULA,0.0687,0,0.2093
MC,E7D12,CHIAPAS,TAPACHULA,0.0378,0,0.1535
MORENA,E7D12,CHIAPAS,TAPACHULA,0.5249,0.4913,0.5649
OTROS,E7D12,CHIAPAS,TAPACHULA,0.0770,0,0.2323
PRI,E7D12,CHIAPAS,TAPACHULA,0.2239,0.1251,0.3418
PT,E7D12,CHIAPAS,TAPACHULA,0.0368,0.0202,0.0565
PVEM,E7D12,CHIAPAS,TAPACHULA,0.1009,0,0.2596
RSP,E7D12,CHIAPAS,TAPACHULA,0.0329,0,0.1782
ES,E8D2,CHIHUAHUA,JUAREZ,0.0505,0,0.1304
MC,E8D2,CHIHUAHUA,JUAREZ,0.0514,0.0083,0.1027
MORENA,E8D2,CHIHUAHUA,JUAREZ,0.5214,0.4159,0.6470
OTROS,E8D2,CHIHUAHUA,JUAREZ,0.0696,0,0.1456
PRD,E8D2,CHIHUAHUA,JUAREZ,0.3468,0.2561,0.4550
RSP,E8D2,CHIHUAHUA,JUAREZ,0.0488,0,0.1062
ES,E8D3,CHIHUAHUA,JUAREZ,0.0518,0,0.1261
MC,E8D3,CHIHUAHUA,JUAREZ,0.0448,0.0083,0.0882
OTROS,E8D3,CHIHUAHUA,JUAREZ,0.0717,0,0.1495
PRD,E8D3,CHIHUAHUA,JUAREZ,0.3209,0.2340,0.4244
PT,E8D3,CHIHUAHUA,JUAREZ,0.5224,0.4213,0.6429
RSP,E8D3,CHIHUAHUA,JUAREZ,0.0444,0.0074,0.0884
ES,E8D4,CHIHUAHUA,JUAREZ,0.0501,0,0.1482
MC,E8D4,CHIHUAHUA,JUAREZ,0.0340,0,0.0747
MORENA,E8D4,CHIHUAHUA,JUAREZ,0.4874,0.3669,0.6310
OTROS,E8D4,CHIHUAHUA,JUAREZ,0.0650,0,0.1499
PAN,E8D4,CHIHUAHUA,JUAREZ,0.3878,0.2699,0.5283
RSP,E8D4,CHIHUAHUA,JUAREZ,0.0343,0,0.0713
ES,E8D5,CHIHUAHUA,DELICIAS,0.0309,0,0.1348
MC,E8D5,CHIHUAHUA,DELICIAS,0.0213,0,0.0709
OTROS,E8D5,CHIHUAHUA,DELICIAS,0.0530,0,0.1624
PAN,E8D5,CHIHUAHUA,DELICIAS,0.5038,0.3320,0.7085
PVEM,E8D5,CHIHUAHUA,DELICIAS,0.4176,0.2618,0.6031
RSP,E8D5,CHIHUAHUA,DELICIAS,0.0473,0.0179,0.0824
ES,E8D7,CHIHUAHUA,CUAUHTEMOC,0.0475,0,0.1876
MC,E8D7,CHIHUAHUA,CUAUHTEMOC,0.0244,0,0.0765
OTROS,E8D7,CHIHUAHUA,CUAUHTEMOC,0.0657,0,0.1761
PAN,E8D7,CHIHUAHUA,CUAUHTEMOC,0.4730,0.2992,0.6801
PT,E8D7,CHIHUAHUA,CUAUHTEMOC,0.4634,0.2804,0.6815
RSP,E8D7,CHIHUAHUA,CUAUHTEMOC,0.0299,0,0.0652
ES,E8D9,CHIHUAHUA,HIDALGO DEL PARRAL,0.0351,0,0.1809
MC,E8D9,CHIHUAHUA,HIDALGO DEL PARRAL,0.0165,0,0.0679
OTROS,E8D9,CHIHUAHUA,HIDALGO DEL PARRAL,0.0796,0,0.2169
PAN,E8D9,CHIHUAHUA,HIDALGO DEL PARRAL,0.5114,0.3191,0.7405
PVEM,E8D9,CHIHUAHUA,HIDALGO DEL PARRAL,0.3895,0.2007,0.6145
RSP,E8D9,CHIHUAHUA,HIDALGO DEL PARRAL,0.0386,0,0.0825
ES,E8D8,CHIHUAHUA,CHIHUAHUA,0.0405,0,0.1353
MC,E8D8,CHIHUAHUA,CHIHUAHUA,0.0360,0,0.0791
MORENA,E8D8,CHIHUAHUA,CHIHUAHUA,0.4355,0.3201,0.5729
OTROS,E8D8,CHIHUAHUA,CHIHUAHUA,0.0675,0,0.1635
PAN,E8D8,CHIHUAHUA,CHIHUAHUA,0.2782,0.2050,0.3653
PRD,E8D8,CHIHUAHUA,CHIHUAHUA,0.0166,0,0.0648
PRI,E8D8,CHIHUAHUA,CHIHUAHUA,0.1756,0,0.3542
RSP,E8D8,CHIHUAHUA,CHIHUAHUA,0.0420,0.0104,0.0796
ES,E8D6,CHIHUAHUA,CHIHUAHUA,0.0431,0,0.1269
MC,E8D6,CHIHUAHUA,CHIHUAHUA,0.0298,0,0.0806
MORENA,E8D6,CHIHUAHUA,CHIHUAHUA,0.2754,0.2617,0.2918
OTROS,E8D6,CHIHUAHUA,CHIHUAHUA,0.0542,0,0.1390
PAN,E8D6,CHIHUAHUA,CHIHUAHUA,0.3696,0.2484,0.5140
PRD,E8D6,CHIHUAHUA,CHIHUAHUA,0,0,0.0485066912528726
PRI,E8D6,CHIHUAHUA,CHIHUAHUA,0.1771,0,0.4116
PT,E8D6,CHIHUAHUA,CHIHUAHUA,0.0132,0,0.0269
PVEM,E8D6,CHIHUAHUA,CHIHUAHUA,0.0838,0,0.2338
RSP,E8D6,CHIHUAHUA,CHIHUAHUA,0.0282,0,0.0705
ES,E8D1,CHIHUAHUA,JUAREZ,0.0400,0,0.1103
MC,E8D1,CHIHUAHUA,JUAREZ,0.0343,0,0.0712
MORENA,E8D1,CHIHUAHUA,JUAREZ,0.4662,0.4244,0.5161
OTROS,E8D1,CHIHUAHUA,JUAREZ,0.0456,0,0.1169
PRD,E8D1,CHIHUAHUA,JUAREZ,0.2741,0.1908,0.3735
PT,E8D1,CHIHUAHUA,JUAREZ,0.0431,0.0348,0.0530
PVEM,E8D1,CHIHUAHUA,JUAREZ,0.1009,0,0.2080
RSP,E8D1,CHIHUAHUA,JUAREZ,0.0480,0.0145,0.0880
ES,E9D2,CIUDAD DE MÉXICO,GUSTAVO A. MADERO,0.0505,0.0141,0.0939
MC,E9D2,CIUDAD DE MÉXICO,GUSTAVO A. MADERO,0.0425,0.0331,0.0536
OTROS,E9D2,CIUDAD DE MÉXICO,GUSTAVO A. MADERO,0.0403,0,0.0852
PRI,E9D2,CIUDAD DE MÉXICO,GUSTAVO A. MADERO,0.3418,0.2599,0.4393
PVEM,E9D2,CIUDAD DE MÉXICO,GUSTAVO A. MADERO,0.5090,0.4384,0.5932
RSP,E9D2,CIUDAD DE MÉXICO,GUSTAVO A. MADERO,0.0338,0,0.0858
ES,E9D3,CIUDAD DE MÉXICO,AZCAPOTZALCO,0.0468,0.0218,0.0767
MC,E9D3,CIUDAD DE MÉXICO,AZCAPOTZALCO,0.0423,0.0368,0.0488
MORENA,E9D3,CIUDAD DE MÉXICO,AZCAPOTZALCO,0.5312,0.4805,0.5917
OTROS,E9D3,CIUDAD DE MÉXICO,AZCAPOTZALCO,0.0355,0,0.0762
PAN,E9D3,CIUDAD DE MÉXICO,AZCAPOTZALCO,0.3053,0.2152,0.4126
RSP,E9D3,CIUDAD DE MÉXICO,AZCAPOTZALCO,0.0429,0,0.1025
ES,E9D4,CIUDAD DE MÉXICO,IZTAPALAPA,0.0498,0.0274,0.0764
MC,E9D4,CIUDAD DE MÉXICO,IZTAPALAPA,0.0651,0.0116,0.1288
OTROS,E9D4,CIUDAD DE MÉXICO,IZTAPALAPA,0.0417,0.0188,0.0691
PRD,E9D4,CIUDAD DE MÉXICO,IZTAPALAPA,0.2345,0.1596,0.3237
PT,E9D4,CIUDAD DE MÉXICO,IZTAPALAPA,0.5864,0.5448,0.6360
RSP,E9D4,CIUDAD DE MÉXICO,IZTAPALAPA,0.0482,0,0.1240
ES,E9D5,CIUDAD DE MÉXICO,TLALPAN,0.0580,0,0.1170
MC,E9D5,CIUDAD DE MÉXICO,TLALPAN,0.0384,0.0256,0.0537
MORENA,E9D5,CIUDAD DE MÉXICO,TLALPAN,0.5609,0.4827,0.6540
OTROS,E9D5,CIUDAD DE MÉXICO,TLALPAN,0.0498,0,0.1089
PRI,E9D5,CIUDAD DE MÉXICO,TLALPAN,0.3888,0.2850,0.5125
RSP,E9D5,CIUDAD DE MÉXICO,TLALPAN,0.0244,0,0.0865
ES,E9D8,CIUDAD DE MÉXICO,CUAUHTEMOC,0.0510,0.0143,0.0947
MC,E9D8,CIUDAD DE MÉXICO,CUAUHTEMOC,0.0496,0.0302,0.0728
OTROS,E9D8,CIUDAD DE MÉXICO,CUAUHTEMOC,0.0448,0,0.0963
PRI,E9D8,CIUDAD DE MÉXICO,CUAUHTEMOC,0.3174,0.2380,0.4121
PT,E9D8,CIUDAD DE MÉXICO,CUAUHTEMOC,0.5458,0.4718,0.6340
RSP,E9D8,CIUDAD DE MÉXICO,CUAUHTEMOC,0.0402,0,0.0924
ES,E9D10,CIUDAD DE MÉXICO,MIGUEL HIDALGO,0.0497,0,0.1118
MC,E9D10,CIUDAD DE MÉXICO,MIGUEL HIDALGO,0.0490,0.0290,0.0728
MORENA,E9D10,CIUDAD DE MÉXICO,MIGUEL HIDALGO,0.4263,0.3360,0.5338
OTROS,E9D10,CIUDAD DE MÉXICO,MIGUEL HIDALGO,0.0421,0,0.1091
PAN,E9D10,CIUDAD DE MÉXICO,MIGUEL HIDALGO,0.4818,0.3254,0.6683
RSP,E9D10,CIUDAD DE MÉXICO,MIGUEL HIDALGO,0.0292,0,0.0860
ES,E9D13,CIUDAD DE MÉXICO,IZTACALCO,0.0510,0.0146,0.0944
MC,E9D13,CIUDAD DE MÉXICO,IZTACALCO,0.0637,0.0103,0.1272
MORENA,E9D13,CIUDAD DE MÉXICO,IZTACALCO,0.5362,0.4664,0.6193
OTROS,E9D13,CIUDAD DE MÉXICO,IZTACALCO,0.0460,0.0122,0.0862
PRD,E9D13,CIUDAD DE MÉXICO,IZTACALCO,0.3118,0.2265,0.4135
RSP,E9D13,CIUDAD DE MÉXICO,IZTACALCO,0.0486,0,0.1287
ES,E9D15,CIUDAD DE MÉXICO,BENITO JUAREZ,0.0511,0.0101,0.1000
MC,E9D15,CIUDAD DE MÉXICO,BENITO JUAREZ,0.0279,0,0.0709
OTROS,E9D15,CIUDAD DE MÉXICO,BENITO JUAREZ,0.0525,0,0.1105
PAN,E9D15,CIUDAD DE MÉXICO,BENITO JUAREZ,0.4538,0.2607,0.6839
PVEM,E9D15,CIUDAD DE MÉXICO,BENITO JUAREZ,0.3995,0.3080,0.5085
RSP,E9D15,CIUDAD DE MÉXICO,BENITO JUAREZ,0.0278,0,0.0874
ES,E9D16,CIUDAD DE MÉXICO,ALVARO OBREGON,0.0481,0.0216,0.0797
MC,E9D16,CIUDAD DE MÉXICO,ALVARO OBREGON,0.0622,0.0493,0.0776
MORENA,E9D16,CIUDAD DE MÉXICO,ALVARO OBREGON,0.5132,0.4686,0.5663
OTROS,E9D16,CIUDAD DE MÉXICO,ALVARO OBREGON,0.0375,0,0.0763
PRI,E9D16,CIUDAD DE MÉXICO,ALVARO OBREGON,0.3244,0.2292,0.4379
RSP,E9D16,CIUDAD DE MÉXICO,ALVARO OBREGON,0.0468,0,0.1286
ES,E9D17,CIUDAD DE MÉXICO,CUAJIMALPA DE MORELOS,0.0485,0,0.1070
MC,E9D17,CIUDAD DE MÉXICO,CUAJIMALPA DE MORELOS,0.0461,0.0305,0.0647
OTROS,E9D17,CIUDAD DE MÉXICO,CUAJIMALPA DE MORELOS,0.0451,0,0.1138
PAN,E9D17,CIUDAD DE MÉXICO,CUAJIMALPA DE MORELOS,0.4213,0.3128,0.5506
PVEM,E9D17,CIUDAD DE MÉXICO,CUAJIMALPA DE MORELOS,0.4596,0.3709,0.5654
RSP,E9D17,CIUDAD DE MÉXICO,CUAJIMALPA DE MORELOS,0.0403,0,0.0993
ES,E9D20,CIUDAD DE MÉXICO,IZTAPALAPA,0.0535,0.0267,0.0855
MC,E9D20,CIUDAD DE MÉXICO,IZTAPALAPA,0.0606,0.0109,0.1200
