Partido candidato de la coalición,U Distrito,Estado,Cabecera.Distrital,Media,Rango menor,Rango mayor
ES,E18D2,NAYARIT,TEPIC,0.0139,0,0.0843
MC,E18D2,NAYARIT,TEPIC,0.0362,0.0188,0.0571
OTROS,E18D2,NAYARIT,TEPIC,0.0240,0,0.0962
PRD,E18D2,NAYARIT,TEPIC,0.3013,0.1856,0.4393
PVEM,E18D2,NAYARIT,TEPIC,0.5609,0.4683,0.6712
RSP,E18D2,NAYARIT,TEPIC,0.0342,0,0.0917
ES,E18D3,NAYARIT,COMPOSTELA,0.0260,0,0.1228
MC,E18D3,NAYARIT,COMPOSTELA,0.0485,0.0222,0.0798
MORENA,E18D3,NAYARIT,COMPOSTELA,0.5198,0.3859,0.6792
OTROS,E18D3,NAYARIT,COMPOSTELA,0.0372,0,0.1167
PAN,E18D3,NAYARIT,COMPOSTELA,0.4216,0.2813,0.5888
RSP,E18D3,NAYARIT,COMPOSTELA,0.0035,0,0.0180
ES,E19D2,NUEVO LEÓN,APODACA,0.0261,0,0.1099
MC,E19D2,NUEVO LEÓN,APODACA,0.0957,0.0286,0.1756
MORENA,E19D2,NUEVO LEÓN,APODACA,0.4182,0.2832,0.5792
OTROS,E19D2,NUEVO LEÓN,APODACA,0.0401,0,0.1199
PAN,E19D2,NUEVO LEÓN,APODACA,0.2273,0.2023,0.2571
PRD,E19D2,NUEVO LEÓN,APODACA,0.0112,0,0.0817
PRI,E19D2,NUEVO LEÓN,APODACA,0.2063,0.0840,0.3520
RSP,E19D2,NUEVO LEÓN,APODACA,0.0235,0,0.0644
ES,E19D3,NUEVO LEÓN,GRAL. ESCOBEDO,0.0302,0,0.1061
MC,E19D3,NUEVO LEÓN,GRAL. ESCOBEDO,0.1037,0.0336,0.1873
OTROS,E19D3,NUEVO LEÓN,GRAL. ESCOBEDO,0.0336,0,0.0976
PAN,E19D3,NUEVO LEÓN,GRAL. ESCOBEDO,0.2258,0.1961,0.2613
PRD,E19D3,NUEVO LEÓN,GRAL. ESCOBEDO,0.0213,0,0.0887
PRI,E19D3,NUEVO LEÓN,GRAL. ESCOBEDO,0.1700,0.0512,0.3116
PT,E19D3,NUEVO LEÓN,GRAL. ESCOBEDO,0.3922,0.2773,0.5290
RSP,E19D3,NUEVO LEÓN,GRAL. ESCOBEDO,0.0187,0,0.0584
ES,E19D5,NUEVO LEÓN,MONTERREY,0.0329,0,0.1271
MC,E19D5,NUEVO LEÓN,MONTERREY,0.0853,0.0143,0.1699
OTROS,E19D5,NUEVO LEÓN,MONTERREY,0.0665,0,0.1655
PAN,E19D5,NUEVO LEÓN,MONTERREY,0.1671,0.1177,0.2260
PRD,E19D5,NUEVO LEÓN,MONTERREY,0.0155,0,0.0847
PRI,E19D5,NUEVO LEÓN,MONTERREY,0.2194,0.0883,0.3757
PT,E19D5,NUEVO LEÓN,MONTERREY,0.4195,0.2784,0.5877
RSP,E19D5,NUEVO LEÓN,MONTERREY,0.0107,0,0.0595
ES,E19D7,NUEVO LEÓN,GARCIA,0.0336,0,0.1072
MC,E19D7,NUEVO LEÓN,GARCIA,0.0981,0.0340,0.1746
OTROS,E19D7,NUEVO LEÓN,GARCIA,0.0491,0,0.1284
PAN,E19D7,NUEVO LEÓN,GARCIA,0.2253,0.1970,0.2590
PRD,E19D7,NUEVO LEÓN,GARCIA,0.0201,0,0.0862
PRI,E19D7,NUEVO LEÓN,GARCIA,0.1917,0.0743,0.3316
PVEM,E19D7,NUEVO LEÓN,GARCIA,0.4052,0.2881,0.5448
RSP,E19D7,NUEVO LEÓN,GARCIA,0.0244,0,0.0605
ES,E19D8,NUEVO LEÓN,GUADALUPE,0.0349,0,0.1202
MC,E19D8,NUEVO LEÓN,GUADALUPE,0.1002,0.0312,0.1825
OTROS,E19D8,NUEVO LEÓN,GUADALUPE,0.0435,0,0.1078
PAN,E19D8,NUEVO LEÓN,GUADALUPE,0.2562,0.2163,0.3036
PRD,E19D8,NUEVO LEÓN,GUADALUPE,0.0159,0,0.0838
PRI,E19D8,NUEVO LEÓN,GUADALUPE,0.1848,0.0519,0.3432
PVEM,E19D8,NUEVO LEÓN,GUADALUPE,0.3969,0.2756,0.5414
RSP,E19D8,NUEVO LEÓN,GUADALUPE,0.0146,0,0.0481
ES,E19D10,NUEVO LEÓN,MONTERREY,0.0198,0,0.0812
MC,E19D10,NUEVO LEÓN,MONTERREY,0.1215,0.0447,0.2131
OTROS,E19D10,NUEVO LEÓN,MONTERREY,0.0483,0,0.1160
PAN,E19D10,NUEVO LEÓN,MONTERREY,0.3232,0.2060,0.4628
PRD,E19D10,NUEVO LEÓN,MONTERREY,0.0074,0,0.0870
PRI,E19D10,NUEVO LEÓN,MONTERREY,0.1580,0,0.3593
PVEM,E19D10,NUEVO LEÓN,MONTERREY,0.3120,0.2052,0.4392
RSP,E19D10,NUEVO LEÓN,MONTERREY,0.0097,0,0.0395
ES,E19D11,NUEVO LEÓN,GUADALUPE,0.0241,0,0.0902
MC,E19D11,NUEVO LEÓN,GUADALUPE,0.1056,0.0348,0.1900
OTROS,E19D11,NUEVO LEÓN,GUADALUPE,0.0396,0,0.1316
PAN,E19D11,NUEVO LEÓN,GUADALUPE,0.2794,0.2298,0.3385
PRD,E19D11,NUEVO LEÓN,GUADALUPE,0.0220,0,0.0939
PRI,E19D11,NUEVO LEÓN,GUADALUPE,0.2002,0.0433,0.3871
PT,E19D11,NUEVO LEÓN,GUADALUPE,0.3660,0.2288,0.5296
RSP,E19D11,NUEVO LEÓN,GUADALUPE,0.0168,0,0.0469
ES,E19D12,NUEVO LEÓN,BENITO JUAREZ,0.0479,0,0.1329
MC,E19D12,NUEVO LEÓN,BENITO JUAREZ,0.0800,0.0235,0.1473
MORENA,E19D12,NUEVO LEÓN,BENITO JUAREZ,0.4533,0.3159,0.6170
OTROS,E19D12,NUEVO LEÓN,BENITO JUAREZ,0.0425,0,0.1237
PAN,E19D12,NUEVO LEÓN,BENITO JUAREZ,0.1614,0.1399,0.1870
PRD,E19D12,NUEVO LEÓN,BENITO JUAREZ,0.0099,0,0.0660
PRI,E19D12,NUEVO LEÓN,BENITO JUAREZ,0.1926,0.0774,0.3300
RSP,E19D12,NUEVO LEÓN,BENITO JUAREZ,0.0445,0,0.0943
ES,E19D1,NUEVO LEÓN,SANTA CATARINA,0.0280,0,0.0897
MC,E19D1,NUEVO LEÓN,SANTA CATARINA,0.1277,0.0624,0.2055
MORENA,E19D1,NUEVO LEÓN,SANTA CATARINA,0.2042,0.1864,0.2253
OTROS,E19D1,NUEVO LEÓN,SANTA CATARINA,0.0386,0,0.0901
PAN,E19D1,NUEVO LEÓN,SANTA CATARINA,0.3684,0.2157,0.5503
PRD,E19D1,NUEVO LEÓN,SANTA CATARINA,0.0284,0,0.1032
PRI,E19D1,NUEVO LEÓN,SANTA CATARINA,0.1407,0,0.3706
PT,E19D1,NUEVO LEÓN,SANTA CATARINA,0.0156,0.0095,0.0229
PVEM,E19D1,NUEVO LEÓN,SANTA CATARINA,0.0610,0,0.1498
RSP,E19D1,NUEVO LEÓN,SANTA CATARINA,0.0191,0,0.0434
ES,E19D4,NUEVO LEÓN,SAN NICOLAS DE LOS GARZA,0.0312,0,0.0953
MC,E19D4,NUEVO LEÓN,SAN NICOLAS DE LOS GARZA,0.1070,0.0441,0.1821
MORENA,E19D4,NUEVO LEÓN,SAN NICOLAS DE LOS GARZA,0.2117,0.1949,0.2317
OTROS,E19D4,NUEVO LEÓN,SAN NICOLAS DE LOS GARZA,0.0361,0,0.0904
PAN,E19D4,NUEVO LEÓN,SAN NICOLAS DE LOS GARZA,0.3631,0.2213,0.5320
PRD,E19D4,NUEVO LEÓN,SAN NICOLAS DE LOS GARZA,0.0141,0,0.0756
PRI,E19D4,NUEVO LEÓN,SAN NICOLAS DE LOS GARZA,0.1377,0,0.3449
PT,E19D4,NUEVO LEÓN,SAN NICOLAS DE LOS GARZA,0.0279,0.0171,0.0409
PVEM,E19D4,NUEVO LEÓN,SAN NICOLAS DE LOS GARZA,0.0637,0,0.1486
RSP,E19D4,NUEVO LEÓN,SAN NICOLAS DE LOS GARZA,0.0158,0,0.0475
ES,E19D6,NUEVO LEÓN,MONTERREY,0.0265,0,0.0938
MC,E19D6,NUEVO LEÓN,MONTERREY,0.1294,0.0478,0.2266
MORENA,E19D6,NUEVO LEÓN,MONTERREY,0.1966,0.1817,0.2143
OTROS,E19D6,NUEVO LEÓN,MONTERREY,0.0517,0,0.1173
PAN,E19D6,NUEVO LEÓN,MONTERREY,0.3010,0.2159,0.4024
PRD,E19D6,NUEVO LEÓN,MONTERREY,0.0152,0,0.0968
PRI,E19D6,NUEVO LEÓN,MONTERREY,0.1713,0,0.3495
PT,E19D6,NUEVO LEÓN,MONTERREY,0.0398,0.0265,0.0557
PVEM,E19D6,NUEVO LEÓN,MONTERREY,0.0671,0,0.1737
RSP,E19D6,NUEVO LEÓN,MONTERREY,0.0116,0,0.0466
ES,E19D9,NUEVO LEÓN,LINARES,0.0180,0,0.1171
MC,E19D9,NUEVO LEÓN,LINARES,0.0517,0,0.1084
MORENA,E19D9,NUEVO LEÓN,LINARES,0.1708,0.1479,0.1981
OTROS,E19D9,NUEVO LEÓN,LINARES,0.0444,0,0.1325
PAN,E19D9,NUEVO LEÓN,LINARES,0.2511,0.2269,0.2799
PRD,E19D9,NUEVO LEÓN,LINARES,0.0069,0,0.0547
PRI,E19D9,NUEVO LEÓN,LINARES,0.2590,0.0760,0.4772
PT,E19D9,NUEVO LEÓN,LINARES,0.0466,0.0385,0.0562
PVEM,E19D9,NUEVO LEÓN,LINARES,0.1493,0,0.3730
RSP,E19D9,NUEVO LEÓN,LINARES,0.0435,0,0.0932
ES,E20D1,OAXACA,SAN JUAN BAUTISTA TUXTEPEC,0.0170,0,0.1089
MC,E20D1,OAXACA,SAN JUAN BAUTISTA TUXTEPEC,0.0495,0.0338,0.0681
MORENA,E20D1,OAXACA,SAN JUAN BAUTISTA TUXTEPEC,0.5563,0.4320,0.7044
OTROS,E20D1,OAXACA,SAN JUAN BAUTISTA TUXTEPEC,0.0219,0,0.0951
PRD,E20D1,OAXACA,SAN JUAN BAUTISTA TUXTEPEC,0.2866,0.1697,0.4259
RSP,E20D1,OAXACA,SAN JUAN BAUTISTA TUXTEPEC,0.0526,0.0291,0.0806
ES,E20D3,OAXACA,HEROICA CIUDAD DE HUAJUAPAN DE LEON,0.0218,0,0.0976
MC,E20D3,OAXACA,HEROICA CIUDAD DE HUAJUAPAN DE LEON,0.0395,0.0179,0.0652
OTROS,E20D3,OAXACA,HEROICA CIUDAD DE HUAJUAPAN DE LEON,0.0293,0,0.1015
PRI,E20D3,OAXACA,HEROICA CIUDAD DE HUAJUAPAN DE LEON,0.2836,0.1402,0.4545
PT,E20D3,OAXACA,HEROICA CIUDAD DE HUAJUAPAN DE LEON,0.6001,0.4864,0.7355
RSP,E20D3,OAXACA,HEROICA CIUDAD DE HUAJUAPAN DE LEON,0.0349,0.0077,0.0672
ES,E20D4,OAXACA,TLACOLULA DE MATAMOROS,0.0417,0,0.1238
MC,E20D4,OAXACA,TLACOLULA DE MATAMOROS,0.0268,0.0079,0.0493
MORENA,E20D4,OAXACA,TLACOLULA DE MATAMOROS,0.6418,0.5327,0.7717
OTROS,E20D4,OAXACA,TLACOLULA DE MATAMOROS,0.0403,0,0.0985
PAN,E20D4,OAXACA,TLACOLULA DE MATAMOROS,0.2552,0.1301,0.4042
RSP,E20D4,OAXACA,TLACOLULA DE MATAMOROS,0.0264,0.0050,0.0519
ES,E20D5,OAXACA,SALINA CRUZ,0.0794,0.0159,0.1550
MC,E20D5,OAXACA,SALINA CRUZ,0.0425,0.0228,0.0659
MORENA,E20D5,OAXACA,SALINA CRUZ,0.5846,0.4703,0.7208
OTROS,E20D5,OAXACA,SALINA CRUZ,0.0343,0,0.1148
PRI,E20D5,OAXACA,SALINA CRUZ,0.2487,0.0836,0.4456
RSP,E20D5,OAXACA,SALINA CRUZ,0.0182,0,0.0442
ES,E20D8,OAXACA,OAXACA DE JUAREZ,0.0404,0,0.1102
MC,E20D8,OAXACA,OAXACA DE JUAREZ,0.0533,0.0308,0.0800
OTROS,E20D8,OAXACA,OAXACA DE JUAREZ,0.0351,0,0.1025
PRI,E20D8,OAXACA,OAXACA DE JUAREZ,0.2576,0.1475,0.3887
PT,E20D8,OAXACA,OAXACA DE JUAREZ,0.5764,0.4726,0.7002
RSP,E20D8,OAXACA,OAXACA DE JUAREZ,0.0210,0,0.0495
ES,E20D9,OAXACA,PUERTO ESCONDIDO,0.0293,0,0.1506
MC,E20D9,OAXACA,PUERTO ESCONDIDO,0.0433,0.0292,0.0601
MORENA,E20D9,OAXACA,PUERTO ESCONDIDO,0.5611,0.4400,0.7055
OTROS,E20D9,OAXACA,PUERTO ESCONDIDO,0.0403,0,0.1159
PRI,E20D9,OAXACA,PUERTO ESCONDIDO,0.2961,0.1392,0.4832
RSP,E20D9,OAXACA,PUERTO ESCONDIDO,0.0443,0.0210,0.0721
ES,E20D2,OAXACA,TEOTITLAN DE FLORES MAGON,0.0016,0,0.0859
MC,E20D2,OAXACA,TEOTITLAN DE FLORES MAGON,0.0214,0.0108,0.0340
MORENA,E20D2,OAXACA,TEOTITLAN DE FLORES MAGON,0.4492,0.4313,0.4707
OTROS,E20D2,OAXACA,TEOTITLAN DE FLORES MAGON,0.0321,0,0.1084
PRD,E20D2,OAXACA,TEOTITLAN DE FLORES MAGON,0.2688,0.1296,0.4346
PT,E20D2,OAXACA,TEOTITLAN DE FLORES MAGON,0.0523,0.0440,0.0621
PVEM,E20D2,OAXACA,TEOTITLAN DE FLORES MAGON,0.0849,0,0.2252
RSP,E20D2,OAXACA,TEOTITLAN DE FLORES MAGON,0.0800,0.0599,0.1039
ES,E20D6,OAXACA,HEROICA CIUDAD DE TLAXIACO,0.0157,0,0.0841
MC,E20D6,OAXACA,HEROICA CIUDAD DE TLAXIACO,0.0366,0,0.0820
MORENA,E20D6,OAXACA,HEROICA CIUDAD DE TLAXIACO,0.4640,0.4423,0.4899
OTROS,E20D6,OAXACA,HEROICA CIUDAD DE TLAXIACO,0.0300,0,0.0918
PRD,E20D6,OAXACA,HEROICA CIUDAD DE TLAXIACO,0.2781,0.1317,0.4526
PT,E20D6,OAXACA,HEROICA CIUDAD DE TLAXIACO,0.0644,0.0526,0.0785
PVEM,E20D6,OAXACA,HEROICA CIUDAD DE TLAXIACO,0.0788,0,0.1957
RSP,E20D6,OAXACA,HEROICA CIUDAD DE TLAXIACO,0.0378,0,0.0893
ES,E20D7,OAXACA,CIUDAD IXTEPEC,0.0334,0,0.1160
MC,E20D7,OAXACA,CIUDAD IXTEPEC,0.0443,0.0345,0.0561
MORENA,E20D7,OAXACA,CIUDAD IXTEPEC,0.4086,0.3881,0.4330
OTROS,E20D7,OAXACA,CIUDAD IXTEPEC,0.0363,0,0.1279
PRI,E20D7,OAXACA,CIUDAD IXTEPEC,0.3004,0.1133,0.5233
PT,E20D7,OAXACA,CIUDAD IXTEPEC,0.0491,0.0370,0.0637
PVEM,E20D7,OAXACA,CIUDAD IXTEPEC,0.0998,0,0.2731
RSP,E20D7,OAXACA,CIUDAD IXTEPEC,0.0507,0.0149,0.0934
ES,E20D10,OAXACA,MIAHUATLAN DE PORFIRIO DIAZ,0.0291,0,0.1164
MC,E20D10,OAXACA,MIAHUATLAN DE PORFIRIO DIAZ,0.0574,0.0225,0.0990
MORENA,E20D10,OAXACA,MIAHUATLAN DE PORFIRIO DIAZ,0.3957,0.3708,0.4253
OTROS,E20D10,OAXACA,MIAHUATLAN DE PORFIRIO DIAZ,0.0472,0,0.1606
PAN,E20D10,OAXACA,MIAHUATLAN DE PORFIRIO DIAZ,0.3233,0.1828,0.4908
PT,E20D10,OAXACA,MIAHUATLAN DE PORFIRIO DIAZ,0.0505,0.0411,0.0618
PVEM,E20D10,OAXACA,MIAHUATLAN DE PORFIRIO DIAZ,0.0918,0,0.2604
RSP,E20D10,OAXACA,MIAHUATLAN DE PORFIRIO DIAZ,0.0235,0.0069,0.0432
ES,E21D1,PUEBLA,HUAUCHINANGO DE DEGOLLADO,0.0244,0,0.1349
MC,E21D1,PUEBLA,HUAUCHINANGO DE DEGOLLADO,0.0326,0.0106,0.0588
OTROS,E21D1,PUEBLA,HUAUCHINANGO DE DEGOLLADO,0.0406,0,0.1599
PRD,E21D1,PUEBLA,HUAUCHINANGO DE DEGOLLADO,0.5104,0.3361,0.7182
PVEM,E21D1,PUEBLA,HUAUCHINANGO DE DEGOLLADO,0.4497,0.2580,0.6782
RSP,E21D1,PUEBLA,HUAUCHINANGO DE DEGOLLADO,0.0184,0,0.0497
ES,E21D2,PUEBLA,CUAUTILULCO BARRIO,0.0207,0,0.1230
MC,E21D2,PUEBLA,CUAUTILULCO BARRIO,0.0418,0,0.0883
OTROS,E21D2,PUEBLA,CUAUTILULCO BARRIO,0.0424,0,0.1512
PRI,E21D2,PUEBLA,CUAUTILULCO BARRIO,0.5393,0.3567,0.7569
PVEM,E21D2,PUEBLA,CUAUTILULCO BARRIO,0.3965,0.2028,0.6273
RSP,E21D2,PUEBLA,CUAUTILULCO BARRIO,0.0320,0,0.0695
ES,E21D3,PUEBLA,TEZIUTLAN,0.0234,0,0.1201
MC,E21D3,PUEBLA,TEZIUTLAN,0.0275,0,0.0656
OTROS,E21D3,PUEBLA,TEZIUTLAN,0.0560,0,0.1690
PRI,E21D3,PUEBLA,TEZIUTLAN,0.4680,0.3088,0.6576
PT,E21D3,PUEBLA,TEZIUTLAN,0.4636,0.3094,0.6474
RSP,E21D3,PUEBLA,TEZIUTLAN,0.0244,0,0.0621
ES,E21D4,PUEBLA,AJALPAN,0.0207,0,0.1291
MC,E21D4,PUEBLA,AJALPAN,0.0400,0.0076,0.0785
MORENA,E21D4,PUEBLA,AJALPAN,0.4882,0.3245,0.6832
OTROS,E21D4,PUEBLA,AJALPAN,0.0480,0,0.1552
PRD,E21D4,PUEBLA,AJALPAN,0.4776,0.3038,0.6846
RSP,E21D4,PUEBLA,AJALPAN,0.0202,0,0.0548
ES,E21D5,PUEBLA,SAN MARTIN TEXMELUCAN DE LABASTIDA,0.0203,0,0.0974
MC,E21D5,PUEBLA,SAN MARTIN TEXMELUCAN DE LABASTIDA,0.0555,0.0307,0.0850
OTROS,E21D5,PUEBLA,SAN MARTIN TEXMELUCAN DE LABASTIDA,0.0386,0,0.1223
PRD,E21D5,PUEBLA,SAN MARTIN TEXMELUCAN DE LABASTIDA,0.3350,0.2227,0.4688
PT,E21D5,PUEBLA,SAN MARTIN TEXMELUCAN DE LABASTIDA,0.5315,0.4164,0.6687
RSP,E21D5,PUEBLA,SAN MARTIN TEXMELUCAN DE LABASTIDA,0.0355,0.0127,0.0626
ES,E21D6,PUEBLA,HEROICA PUEBLA DE ZARAGOZA,0.0236,0,0.1018
MC,E21D6,PUEBLA,HEROICA PUEBLA DE ZARAGOZA,0.0367,0.0186,0.0582
MORENA,E21D6,PUEBLA,HEROICA PUEBLA DE ZARAGOZA,0.6105,0.4959,0.7469
OTROS,E21D6,PUEBLA,HEROICA PUEBLA DE ZARAGOZA,0.0305,0,0.0961
PRI,E21D6,PUEBLA,HEROICA PUEBLA DE ZARAGOZA,0.2825,0.1701,0.4165
RSP,E21D6,PUEBLA,HEROICA PUEBLA DE ZARAGOZA,0.0305,0.0127,0.0516
ES,E21D7,PUEBLA,TEPEACA,0.0091,0,0.0989
MC,E21D7,PUEBLA,TEPEACA,0.0138,0,0.0475
MORENA,E21D7,PUEBLA,TEPEACA,0.5236,0.3839,0.6901
OTROS,E21D7,PUEBLA,TEPEACA,0.0333,0,0.1281
PAN,E21D7,PUEBLA,TEPEACA,0.3916,0.2600,0.5484
RSP,E21D7,PUEBLA,TEPEACA,0.0316,0,0.0651
ES,E21D8,PUEBLA,CIUDAD SERDAN,0.0100,0,0.0828
MC,E21D8,PUEBLA,CIUDAD SERDAN,0.0525,0.0154,0.0967
MORENA,E21D8,PUEBLA,CIUDAD SERDAN,0.4272,0.2720,0.6122
OTROS,E21D8,PUEBLA,CIUDAD SERDAN,0.0413,0,0.1245
PRI,E21D8,PUEBLA,CIUDAD SERDAN,0.4485,0.2986,0.6271
RSP,E21D8,PUEBLA,CIUDAD SERDAN,0.0451,0.0167,0.0790
ES,E21D9,PUEBLA,HEROICA PUEBLA DE ZARAGOZA,0.0270,0,0.0948
MC,E21D9,PUEBLA,HEROICA PUEBLA DE ZARAGOZA,0.0357,0.0221,0.0518
OTROS,E21D9,PUEBLA,HEROICA PUEBLA DE ZARAGOZA,0.0329,0,0.0865
PAN,E21D9,PUEBLA,HEROICA PUEBLA DE ZARAGOZA,0.3169,0.2237,0.4280
PVEM,E21D9,PUEBLA,HEROICA PUEBLA DE ZARAGOZA,0.5626,0.4792,0.6620
RSP,E21D9,PUEBLA,HEROICA PUEBLA DE ZARAGOZA,0.0303,0.0146,0.0491
ES,E21D10,PUEBLA,CHOLULA DE RIVADAVIA,0.0384,0,0.0850
MC,E21D10,PUEBLA,CHOLULA DE RIVADAVIA,0.0692,0.0307,0.1150
MORENA,E21D10,PUEBLA,CHOLULA DE RIVADAVIA,0.5293,0.4668,0.6038
OTROS,E21D10,PUEBLA,CHOLULA DE RIVADAVIA,0.0294,0,0.0666
PAN,E21D10,PUEBLA,CHOLULA DE RIVADAVIA,0.3099,0.2025,0.4379
RSP,E21D10,PUEBLA,CHOLULA DE RIVADAVIA,0.0412,0.0124,0.0755
ES,E21D11,PUEBLA,HEROICA PUEBLA DE ZARAGOZA,0.0340,0,0.0961
MC,E21D11,PUEBLA,HEROICA PUEBLA DE ZARAGOZA,0.0407,0.0246,0.0599
MORENA,E21D11,PUEBLA,HEROICA PUEBLA DE ZARAGOZA,0.5891,0.4842,0.7141
OTROS,E21D11,PUEBLA,HEROICA PUEBLA DE ZARAGOZA,0.0318,0,0.0974
PAN,E21D11,PUEBLA,HEROICA PUEBLA DE ZARAGOZA,0.2832,0.1857,0.3993
RSP,E21D11,PUEBLA,HEROICA PUEBLA DE ZARAGOZA,0.0330,0.0111,0.0590
ES,E21D12,PUEBLA,HEROICA PUEBLA DE ZARAGOZA,0.0360,0,0.1033
MC,E21D12,PUEBLA,HEROICA PUEBLA DE ZARAGOZA,0.0409,0.0195,0.0665
MORENA,E21D12,PUEBLA,HEROICA PUEBLA DE ZARAGOZA,0.5779,0.4697,0.7068
OTROS,E21D12,PUEBLA,HEROICA PUEBLA DE ZARAGOZA,0.0361,0,0.1084
PAN,E21D12,PUEBLA,HEROICA PUEBLA DE ZARAGOZA,0.3149,0.2227,0.4247
RSP,E21D12,PUEBLA,HEROICA PUEBLA DE ZARAGOZA,0.0352,0.0100,0.0652
ES,E21D13,PUEBLA,ATLIXCO,0.0272,0,0.1361
MC,E21D13,PUEBLA,ATLIXCO,0.0245,0,0.0661
MORENA,E21D13,PUEBLA,ATLIXCO,0.4921,0.3371,0.6768
OTROS,E21D13,PUEBLA,ATLIXCO,0.0282,0,0.1138
PRD,E21D13,PUEBLA,ATLIXCO,0.3901,0.2390,0.5702
RSP,E21D13,PUEBLA,ATLIXCO,0.0405,0,0.0824
ES,E21D14,PUEBLA,ACATLAN DE OSORIO,0,0,0.108087215639282
MC,E21D14,PUEBLA,ACATLAN DE OSORIO,0.0250,0.0132,0.0391
OTROS,E21D14,PUEBLA,ACATLAN DE OSORIO,0.0176,0,0.1202
PRI,E21D14,PUEBLA,ACATLAN DE OSORIO,0.3810,0.1788,0.6220
PT,E21D14,PUEBLA,ACATLAN DE OSORIO,0.5595,0.3703,0.7849
RSP,E21D14,PUEBLA,ACATLAN DE OSORIO,0.0308,0,0.0637
ES,E21D15,PUEBLA,TEHUACAN,0.0049,0,0.0852
MC,E21D15,PUEBLA,TEHUACAN,0.0214,0.0038,0.0424
OTROS,E21D15,PUEBLA,TEHUACAN,0.0357,0,0.1075
PRI,E21D15,PUEBLA,TEHUACAN,0.3114,0.2007,0.4433
PT,E21D15,PUEBLA,TEHUACAN,0.5501,0.4364,0.6856
RSP,E21D15,PUEBLA,TEHUACAN,0.0352,0.0179,0.0557
ES,E22D2,QUERÉTARO,SAN JUAN DEL RIO,0.0278,0,0.1198
MC,E22D2,QUERÉTARO,SAN JUAN DEL RIO,0.0287,0.0141,0.0462
MORENA,E22D2,QUERÉTARO,SAN JUAN DEL RIO,0.4719,0.3406,0.6283
OTROS,E22D2,QUERÉTARO,SAN JUAN DEL RIO,0.0430,0,0.1130
PAN,E22D2,QUERÉTARO,SAN JUAN DEL RIO,0.2826,0.2275,0.3484
PRD,E22D2,QUERÉTARO,SAN JUAN DEL RIO,0,0,0.0169884591805536
PRI,E22D2,QUERÉTARO,SAN JUAN DEL RIO,0.1821,0.0305,0.3627
RSP,E22D2,QUERÉTARO,SAN JUAN DEL RIO,0.0279,0.0065,0.0534
ES,E22D3,QUERÉTARO,SANTIAGO DE QUERETARO,0.0334,0,0.1377
MC,E22D3,QUERÉTARO,SANTIAGO DE QUERETARO,0.0346,0.0203,0.0515
MORENA,E22D3,QUERÉTARO,SANTIAGO DE QUERETARO,0.4453,0.3156,0.5998
OTROS,E22D3,QUERÉTARO,SANTIAGO DE QUERETARO,0.0473,0,0.1283
PAN,E22D3,QUERÉTARO,SANTIAGO DE QUERETARO,0.3176,0.2277,0.4246
PRD,E22D3,QUERÉTARO,SANTIAGO DE QUERETARO,0,0,0.0200541838360187
PRI,E22D3,QUERÉTARO,SANTIAGO DE QUERETARO,0.1775,0,0.3782
RSP,E22D3,QUERÉTARO,SANTIAGO DE QUERETARO,0.0167,0,0.0375
ES,E22D1,QUERÉTARO,CADEREYTA DE MONTES,0.0342,0,0.1309
MC,E22D1,QUERÉTARO,CADEREYTA DE MONTES,0.0388,0,0.0828
MORENA,E22D1,QUERÉTARO,CADEREYTA DE MONTES,0.2625,0.2463,0.2818
OTROS,E22D1,QUERÉTARO,CADEREYTA DE MONTES,0.0762,0,0.1921
PAN,E22D1,QUERÉTARO,CADEREYTA DE MONTES,0.2845,0.2404,0.3371
PRD,E22D1,QUERÉTARO,CADEREYTA DE MONTES,0,0,0.054741740198627
PRI,E22D1,QUERÉTARO,CADEREYTA DE MONTES,0.2030,0.0335,0.4050
PT,E22D1,QUERÉTARO,CADEREYTA DE MONTES,0.0254,0.0177,0.0345
PVEM,E22D1,QUERÉTARO,CADEREYTA DE MONTES,0.1174,0,0.2974
RSP,E22D1,QUERÉTARO,CADEREYTA DE MONTES,0.0297,0,0.0782
ES,E22D4,QUERÉTARO,SANTIAGO DE QUERETARO,0.0309,0,0.1270
MC,E22D4,QUERÉTARO,SANTIAGO DE QUERETARO,0.0336,0.0198,0.0501
MORENA,E22D4,QUERÉTARO,SANTIAGO DE QUERETARO,0.3250,0.3156,0.3361
OTROS,E22D4,QUERÉTARO,SANTIAGO DE QUERETARO,0.0493,0,0.1488
PAN,E22D4,QUERÉTARO,SANTIAGO DE QUERETARO,0.3471,0.2604,0.4505
PRD,E22D4,QUERÉTARO,SANTIAGO DE QUERETARO,0,0,0.0207410035033565
PRI,E22D4,QUERÉTARO,SANTIAGO DE QUERETARO,0.1631,0,0.3740
PT,E22D4,QUERÉTARO,SANTIAGO DE QUERETARO,0.0179,0.0134,0.0232
PVEM,E22D4,QUERÉTARO,SANTIAGO DE QUERETARO,0.0899,0,0.2556
RSP,E22D4,QUERÉTARO,SANTIAGO DE QUERETARO,0.0154,0,0.0347
ES,E22D5,QUERÉTARO,EL PUEBLITO,0.0343,0,0.1376
MC,E22D5,QUERÉTARO,EL PUEBLITO,0.0318,0.0196,0.0464
MORENA,E22D5,QUERÉTARO,EL PUEBLITO,0.2327,0.2221,0.2453
